Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Ribeiro, PJG; Dias, G; Mendes, JFG",,,,"Ribeiro, Paulo J. G.; Dias, Gabriel; Mendes, Jose F. G.",,,Public Transport Decarbonization: An Exploratory Approach to Bus Electrification,WORLD ELECTRIC VEHICLE JOURNAL,,,,,,,,,,,,"In 2020, only 0.9% of buses running in European Union countries were electric, with 93.5% still being diesel-powered. The Sustainable and Smart Mobility Strategy set out by the European Commission targets a reduction of at least 55% in greenhouse gas emissions by 2023 and the achievement of climate neutrality by 2050. These targets will only be met by a shift to sustainable mobility, which comprises the introduction of electric vehicles in cities and the adoption of battery electric vehicles (BEV) for urban public transport. Thus, a literature review on electrification of bus fleets was conducted, focusing on the practices adopted for the replacement of polluting buses with electric-powered ones. A total of 62 documents were included in the final investigation, and their results were used to conduct a SWOT analysis. It is possible to conclude that BEBs are an important asset for cities to decarbonize the transport sector and that they are more cost-effective than diesel buses. On the other hand, some attention needs to be given to the generation of energy that will feed the charging of batteries because the use of fossil fuel energy sources can jeopardize the environmental benefits of BEBs.",,,,,"Dias, Gabriel/AAM-1376-2021; Ribeiro, Paulo/I-8190-2015; Mendes, Jos¨¦ F G/KFQ-1636-2024","Dias, Gabriel/0000-0003-4102-831X; Ribeiro, Paulo/0000-0001-9447-2110; Mendes, Jos¨¦ F G/0000-0003-4629-0675",,,,,,,,,,,,,2032-6653,,,,,MAR,2024,15,3,,,,,,,81,10.3390/wevj15030081,http://dx.doi.org/10.3390/wevj15030081,,,,,,,,,,,,,WOS:001192518200001,View Full Record in Web of Science
J,"Al-Ogaili, AS; Al-Shetwi, AQ; Al-Masri, HMK; Babu, TS; Hoon, Y; Alzaareer, K; Babu, NVP",,,,"Al-Ogaili, Ali Saadon; Al-Shetwi, Ali Q.; Al-Masri, Hussein M. K.; Babu, Thanikanti Sudhakar; Hoon, Yap; Alzaareer, Khaled; Babu, N. V. Phanendra",,,Review of the Estimation Methods of Energy Consumption for Battery Electric Buses,ENERGIES,,,,,,,,,,,,"In the transportation sector, electric battery bus (EBB) deployment is considered to be a potential solution to reduce global warming because no greenhouse gas (GHG) emissions are directly produced by EBBs. In addition to the required charging infrastructure, estimating the energy consumption of buses has become a crucial precondition for the deployment and planning of electric bus fleets. Policy and decision-makers may not have the specific tools needed to estimate the energy consumption of a particular bus network. Therefore, many state-of-the-art studies have proposed models to determine the energy demand of electric buses. However, these studies have not critically reviewed, classified and discussed the challenges of the approaches that are applied to estimate EBBs' energy demands. Thus, this manuscript provides a detailed review of the forecasting models used to estimate the energy consumption of EBBs. Furthermore, this work fills the gap by classifying the models for estimating EBBs' energy consumption into small-town depot and big-city depot networks. In brief, this review explains and discusses the models and formulations of networks associated with well-to-wheel (WTW) assessment, which can determine the total energy demand of a bus network. This work also reviews a survey of the most recent optimization methods that could be applied to achieve the optimal pattern parameters of EBB fleet systems, such as the bus battery capacity, charger rated power and the total number of installed chargers in the charging station. This paper highlights the issues and challenges, such as the impact of external factors, replicating real-world data, big data analytics, validity index, and bus routes' topography, with recommendations on each issue. Also, the paper proposes a generic framework based on optimization algorithms, namely, artificial neural network (ANN) and particle swarm optimization (PSO), which will be significant for future development in implementing new energy consumption estimation approaches. Finally, the main findings of this manuscript further our understanding of the determinants that contribute to managing the energy demand of EBBs networks.",,,,,"Al-Shetwi, Ali Q/G-8887-2019; N V, phanenababu/AAT-8507-2020; Thanikanti, Sudhakar Babu/L-6616-2017; Al-ogaili, Ali/V-5148-2019; Al-Masri, Hussein/LIF-7562-2024; HOON, YAP/HPF-9953-2023; Alzaareer, Khaled/LPP-6490-2024","Al-Shetwi, Ali Q/0000-0002-6581-9629; Al-Masri, Hussein Mohammad K/0000-0001-8244-1296; N V, phanenababu/0000-0003-4960-4596; Thanikanti, Sudhakar Babu/0000-0003-0737-3961;",,,,,,,,,,,,,,1996-1073,,,,NOV,2021,14,22,,,,,,,7578,10.3390/en14227578,http://dx.doi.org/10.3390/en14227578,,,,,,,,,,,,,WOS:000725225900001,View Full Record in Web of Science
J,"Mulrow, J; Grubert, E",,,,"Mulrow, John; Grubert, Emily",,,"Greenhouse gas emissions embodied in electric vehicle charging infrastructure: a method and case study of Georgia, US 2021-2050",ENVIRONMENTAL RESEARCH: INFRASTRUCTURE AND SUSTAINABILITY,,,,,,,,,,,,"Electric vehicle (EV) charging infrastructure buildout is a major greenhouse gas (GHG) mitigation strategy among governments and municipalities. In the United States, where petroleum-based transportation is the largest single source of GHG emissions, the Infrastructure Investment and Jobs Act of 2021 will support building a national network of 500 000 EV charging units. While the climate benefits of driving electric are well established, the potential embodied climate impacts of building out the charging infrastructure are relatively unexplored. Furthermore, 'charging infrastructure' tends to be conceptualized in terms of plugs and stations, leaving out the electrical and communications systems that will be required to support decarbonized and efficient charging. In this study, we present an EV charging system (EVCS) model that describes the material and operational components required for charging and forecasts the scale-up of these components based on EV market share scenarios out to 2050. We develop a methodology for measuring GHG emissions embodied in the buildout of EVCS and incurred during operation of the EVCS, including vehicle recharging, and we demonstrate this model using a case study of Georgia (USA). We find that cumulative GHG emissions from EVCS buildout and use are negligible, at less than 1% of cumulative emissions from personal light duty vehicle travel (including EV recharging and conventional combustion vehicle driving). If an accelerated EVCS buildout were to stimulate a faster transition of the vehicle fleet, the emissions reduction of electrification will far outweigh emissions embodied in EVCS components, even assuming relatively high carbon inputs prior to decarbonization.",,,,,,"Mulrow, John/0000-0001-9099-6515; Grubert, Emily/0000-0003-2196-7571",,,,,,,,,,,,,,2634-4505,,,,MAR 1,2023,3,1,,,,,,,15013,10.1088/2634-4505/acc548,http://dx.doi.org/10.1088/2634-4505/acc548,,,,,,,,,,,,,WOS:001144770000001,View Full Record in Web of Science
J,"Haghani, M; Sprei, F; Kazemzadeh, K; Shahhoseini, Z; Aghaei, J",,,,"Haghani, Milad; Sprei, Frances; Kazemzadeh, Khashayar; Shahhoseini, Zahra; Aghaei, Jamshid",,,Trends in electric vehicles research,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,,,,,,,,,,,"Electrification of vehicles has been recognised as a key part of meeting global climate change targets and a key aspect of sustainable transport. Here, an integrative and bird's-eye view of scholarly research on Electric Vehicles (EV) is provided with a focus on an objective and quantitative determination of research trends. The analyses suggest that areas of EV research linked to (i) charging infrastructure, (ii) EV adoption, (iii) thermal management systems and (iv) routing problem have been the distinct trending topics in recent years. While hybrid EV proves to have been a dominant keyword, its frequency of use has either flattened out in recent years or is notably on the decline across major subfields of EV research. The findings provide objective indications about the directions to which EV research is currently headed. A secondary outcome is the determination of references that have been most instrumental in developing each major stream of EV research.",,,,,"Sprei, Frances/AAF-6764-2020; Haghani, Milad/AAD-8691-2020; Kazemzadeh, Khashayar/AAT-4761-2020; Aghaei, Jamshid/JGD-6545-2023","Aghaei, Jamshid/0000-0002-5254-9148; Shahhoseini, Zahra/0009-0003-8488-9248",,,,,,,,,,,,,1361-9209,1879-2340,,,,OCT,2023,123,,,,,,,,103881,10.1016/j.trd.2023.103881,http://dx.doi.org/10.1016/j.trd.2023.103881,,SEP 2023,,,,,,,,,,,WOS:001075656100001,View Full Record in Web of Science
J,"Middela, MS; Mahesh, S; Kancharla, SR; Ramadurai, G; Perme, R; Sripada, SK; Devi, G",,,,"Middela, Mounisai Siddartha; Mahesh, Srinath; Kancharla, Surendra Reddy; Ramadurai, Gitakrishnan; Perme, Rokom; Sripada, Subrahmanya Kiran; Devi, Gayathri",,,Complete LCA of battery electric and conventional fuel vehicles for freight trips,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,,,,,,,,,,,"Estimating emissions savings from alternative vehicular technologies is essential to streamline urban freight transport policy. We estimate freight emissions in the city of Chennai, India using real-world emission factors obtained from on-board emission measurement systems and trip characteristics collected through an establishment survey. India recently enforced Bharat Stage VI (BS-VI) emission standards and both the central and multiple state governments have introduced battery electric vehicle (BEV) policies. To understand potential benefits, we estimate the emission savings with BS-VI vehicles and BEVs for freight delivery. The BS-VI vehicles reduce tailpipe CO emissions by 20.3%, and HC+NOx. emissions by 74.5%. The GHG emission saving in CO2 equivalents with BEVs is 50.3%, which increase with a greener energy mix, improved transmission and distribution efficiency, cleaner battery production, and more lifetime vehicle kilometres. BS-VI adoption can deliver significant emission reduction until BEVs and charging infrastructure scale up.",,,,,"; Kancharla, Surendra Reddy/B-3529-2015; Ramadurai, Gitakrishnan/B-7150-2017; Mounisai Siddartha, Middela/KHD-9242-2024; Devi, G Gayathri/AAF-2221-2021","Mahesh, Srinath/0009-0000-1425-0690; Kancharla, Surendra Reddy/0000-0002-5335-2304; Perme, Rokom/0000-0002-3174-143X",,,,,,,,,,,,,1361-9209,1879-2340,,,,SEP,2022,110,,,,,,,,103398,10.1016/j.trd.2022.103398,http://dx.doi.org/10.1016/j.trd.2022.103398,,AUG 2022,,,,,,,,,,,WOS:000858867600001,View Full Record in Web of Science
J,"Soares, L; Wang, H",,,,"Soares, Laura; Wang, Hao",,,Economic Feasibility Analysis of Charging Infrastructure for Electric Ground Fleet in Airports,TRANSPORTATION RESEARCH RECORD,,,,,,,,,,,,"Many airports are converting their ground fleets to electric vehicles to reduce greenhouse gas emissions and increase airport operation sustainability. Although this paradigm shift is relevant to the environment, it is necessary to understand the economic feasibility to justify the decision. This study used life-cycle cost analysis (LCCA) to compare the economic performance of electrified ground fleets in the airport with a conventional fossil fuel fleet. Three different charging systems (plug-in charging, stationary wireless charging, and dynamic wireless charging) for pushback tractors and inter-terminal buses at a major hub airport were considered in the analysis. Although the conventional fossil fuel options present the lowest initial cost for both fleets, they cost most in a 30-year analysis period. Among three electric charging infrastructures, the plug-in charging station shows the least accumulative cost for pushback tractors, and their cost differences are negligible for inter-terminal buses. Although the electric ground fleet is proved to show economic benefits, the most cost-effective charging infrastructure may vary depending on driving mileage and system design. The use of LCCA to analyze new systems and infrastructures for decision making at the project level is highly recommended.",,,,,"Wang, Hao/F-5306-2013","Wang, Hao/0000-0001-8666-6900; Soares, Laura/0000-0002-8061-8358",,,,,,,,,,,,,0361-1981,2169-4052,,,,DEC,2021,2675,12,,,SI,,1,12,3.61198E+15,10.1177/03611981211033859,http://dx.doi.org/10.1177/03611981211033859,,SEP 2021,,,,,,,,,,,WOS:000694677800001,View Full Record in Web of Science
J,"Kumar, R; Lamba, K; Raman, A",,,,"Kumar, Ravi; Lamba, Kuldeep; Raman, Avinash",,,Role of zero emission vehicles in sustainable transformation of the Indian automobile industry,RESEARCH IN TRANSPORTATION ECONOMICS,,,,,,,,,,,,"The Indian automobile industry is growing rapidly; however, it is predominantly served by internal combustion engine vehicles (ICEVs). The ICEVs are the primary source of urban pollution and greenhouse gas (GHG) emissions. The alarming levels of urban pollution are putting enormous pressure on the Indian automobile industry to switch from ICEVs to zero emission vehicles such as electric vehicles (EVs). Even though the potential of EVs as a safe transportation alternative has been acknowledged and encouraged by Indian government, the commercialization of EVs has not received the desired success as of now. There are many hindrances to large-scale adoption of EVs such as high initial price, driving range anxiety, lack of proper charging infrastructure, and underdeveloped battery technology etc. This study aims to evaluate the conducive factors for EV adoption and completes in three phases. In the first phase, supporting forces to EV adoption in India are explored using political, economic, social, technological, environmental, and legal (PESTEL) analysis, and capability needs for EV manufacturing business in India are identified in phase two using the people, process, technology, and finance (PPTF) framework. Finally, segment analysis is performed to find out the most profitable segment to foray into the current situation.",,,,,"Lamba, Kuldeep/AAG-6715-2020",,,,,,,,,,,,,,0739-8859,1875-7979,,,,DEC,2021,90,,,,,,,,101064,10.1016/j.retrec.2021.101064,http://dx.doi.org/10.1016/j.retrec.2021.101064,,DEC 2021,,,,,,,,,,,WOS:000729667200042,View Full Record in Web of Science
J,"Malik, MAI; Kalam, MA; Ikram, A; Zeeshan, S; Zahidi, SQR",,,,"Malik, Muhammad Ali Ijaz; Kalam, Md Abul; Ikram, Adeel; Zeeshan, Sadaf; Zahidi, Syed Qasim Raza",,,Energy transition towards electric vehicle technology: Recent advancements,ENERGY REPORTS,,,,,,,,,,,,"Electric vehicles (EVs) have emerged as a potential solution to address the ecological issues posed by conventional internal combustion engine vehicles. The current study entails a comprehensive overview of the advancements and challenges in EV technology, focusing on key areas of development, including battery technology, environmental impact, charging infrastructure, and vehicle design. The current study begins by summarizing the significant improvements in battery energy density, cost reduction, and durability, which have contributed to the growing popularity of EVs. Evaluating developments in battery chemistry, energy density, and affordability, the study emphasizes how vital batteries are to determining the range and efficiency of electric vehicles. Focusing on deploying fast-charging networks and wireless charging technologies highlights the lack of technological advancements in the current charging infrastructure. Maximizing EV performance and range encompasses advancements in lightweight materials, aerodynamic improvements, and the integration of advanced driver-assistance systems. Environmental factors play a major role in this assessment since reducing air pollution and greenhouse gas emissions drives the switch to EVs. In this study, the life cycle of EVs is compared to that of conventional vehicles, and the possibility of EVs reducing the transportation sector's overall carbon footprint will contribute to net zero carbon emissions. In conclusion, this comprehensive review of recent developments and trends in EV technology, such as solid-state batteries, driverless EVs, and the contribution of tax breaks to EV adoption. To conclude, this thorough analysis is an invaluable resource for scholars, decision-makers, and industry participants who seek to comprehend the condition of EV technology today, its obstacles, and its potential to transform sustainable transportation completely.",,,,,"Zeeshan, Sadaf/ODM-0273-2025; Malik, Muhammad Ali Ijaz/AAZ-1687-2021","Zeeshan, Sadaf/0000-0003-2776-9031;",,,,,,,,,,,,,2352-4847,,,,,JUN,2025,13,,,,,,2958,2996,,10.1016/j.egyr.2025.02.029,http://dx.doi.org/10.1016/j.egyr.2025.02.029,,FEB 2025,,,,,,,,,,,WOS:001437224900001,View Full Record in Web of Science
J,"Giourka, P; Petridis, S; Seitaridis, A; Angelakoglou, K; Martinopoulos, G; Kosmatopoulos, E; Nikolopoulos, N",,,,"Giourka, Paraskevi; Petridis, Stefanos; Seitaridis, Andreas; Angelakoglou, Komninos; Martinopoulos, Georgios; Kosmatopoulos, Elias; Nikolopoulos, Nikolaos",,,"Operational Smart Charging and Its Environmental Impacts: Evidence from Three EU Use Cases with an Innovative LCA Tool, VERIFY-EV",ENERGIES,,,,,,,,,,,,"The rapid uptake of electric vehicles (EVs) across Europe offers opportunities for reducing transport-related emissions but also presents new challenges for electricity grids, particularly in relation to congestion and peak demand. Although most lifecycle assessment (LCA) studies show that EVs emit fewer greenhouse gases (GHG) over their lifetimes than internal combustion engine (ICE) vehicles with comparable power output, particularly under the European electricity mix, the environmental impacts of mitigating grid congestion through smart charging (by time and location) are rarely quantified using real-world data. Using a high-granularity LCA tool that utilizes hourly data, this study assesses EV deployment strategies across Europe and provides case-specific insights. The presented LCA tool provides a transferable methodology to support data-driven decision-making for urban planners, distribution system operators, and policymakers committed to accelerating sustainable mobility transitions utilizing GHG payback time thresholds as a practical metric for evaluating infrastructure sustainability. Results demonstrate that EVs reduce GHG emissions by 55-99% per kilometer compared to ICE vehicles, especially when benefiting from renewable-powered charging and smart bidirectional infrastructure. Furthermore, the analysis highlights that counter-congestion strategies deliver additional savings, though outcomes depend strongly on grid carbon intensity and charger utilization patterns.",,,,,"; Nikolopoulos, Nikos/Y-7867-2019; Martinopoulos, Georgios/H-4566-2019","Kosmatopoulos, Elias/0000-0002-3735-4238; Angelakoglou, Komninos/0000-0003-2060-5755; Martinopoulos, Georgios/0000-0002-9095-2210; Nikolopoulos, Nikos/0000-0002-5550-456X; Giourka, Paraskevi/0000-0001-8513-6721; Seitaridis, Aneas/0000-0002-0097-7204; Petridis, Stefanos/0000-0001-7314-2286;",,,,,,,,,,,,,,1996-1073,,,,NOV 27,2025,18,23,,,,,,,6215,10.3390/en18236215,http://dx.doi.org/10.3390/en18236215,,,,,,,,,,,,,WOS:001634318600001,View Full Record in Web of Science
J,"Morfeldt, J; Shoman, W; Johansson, DJA; Yeh, S; Karlsson, S",,,,"Morfeldt, Johannes; Shoman, Wasim; Johansson, Daniel J. A.; Yeh, Sonia; Karlsson, Sten",,,"If Electric Cars Are Good for Reducing Emissions, They Could Be Even Better with Electric Roads",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,,,,,,,,,,,"This research investigates carbon footprint impacts combination with different charging conditions, including electric road system (ERS) that enables dynamic on-road charging. The research applies a prospective life cycle analysis framework for estimating carbon footprints of vehicles, fuels, and infrastructure. The framework includes vehicle stock turnover modeling of fleet electrification and modeling of optimal battery capacity for different charging conditions based on Swedish real-world driving patterns. All new car sales are assumed to be electric after 2030 following phase-out policies for gasoline and diesel cars. Implementing ERS on selected high-traffic roads could yield significant avoided emissions in battery manufacturing compared to the additional emissions in ERS construction. ERS combined with stationary charging could enable additional reductions in the cumulative carbon footprint of about 12-24 million tons of CO2 over 30 years (2030-2060) compared to an electrified fleet only relying on stationary charging. The range depends on uncertainty in emission abatement in global manufacturing, where the lower is based on Paris Agreement compliance and the higher on current climate policies. A large share of the reduction could be achieved even if only a small share of the cars adopts the optimized battery capacities.",,,,,"Morfeldt, Johannes/ABA-7104-2020; Johansson, Daniel/H-4515-2012; Yeh, Sonia/Q-3632-2017; Shoman, Wasim/X-4922-2019; Karlsson, Sten/B-3071-2016","Morfeldt, Johannes/0000-0002-3618-1259; Yeh, Sonia/0000-0002-4852-1177; Shoman, Wasim/0000-0002-2247-013X;",,,,,,,,,,,,,0013-936X,1520-5851,,,,2022 JUN 23,2022,,,,,,,,,,10.1021/acs.est.2c00018,http://dx.doi.org/10.1021/acs.est.2c00018,,JUN 2022,,,,,,35735988,,,,,WOS:000818712900001,View Full Record in Web of Science
J,"Lakanen, L; Kumpulainen, H; Helppi, O; Gr?nman, K; Soukka, R",,,,"Lakanen, Laura; Kumpulainen, Heli; Helppi, Olli; Gronman, Kaisa; Soukka, Risto",,,Carbon Handprint Approach for Cities and Regions: A Framework to Reveal and Assess the Potential of Cities in Climate Change Mitigation,SUSTAINABILITY,,,,,,,,,,,,"Cities play a pivotal role in climate change mitigation; however, the methodology to quantify actual emission reduction potential of climate interventions implemented by cities and regions has been lacking. The aim of this study is to create a framework to assess positive climate impacts of cities and regions by modifying the life-cycle assessment (LCA)-based carbon handprint framework. Additionally, a step-by-step guidance to perform calculations is presented. A case study of the Finnish city of Espoo is used to further develop and test the regional handprint approach both qualitatively and quantitatively. According to our research, a city ' s carbon handprint can be determined through the three main mechanism categories of ownership, operating environment and projects. In the case of Espoo, the carbon handprint of building public electric vehicle charging stations on city-owned land from the mechanism category of ownership showed to be up to 110 tCO(2)eq/a for 18 charging stations. However, the overall handprint of a city consists of several actions, to be calculated separately. The regional carbon handprint approach provides a useful instrument to reliable quantify and communicate the innovative climate actions implemented by a city and it can be used in cities ' climate work as well as in marketing and branding purposes. Handprint turns the focus on possibilities for increasing a city vitality. As a provider of climate solutions, a city can attract new taxpayers and by focusing efforts to a certain sector, a city can help companies to reach synergies in fields essential from the climate point of view.",,,,,"; Helppi, Olli/HJZ-2546-2023","Soukka, Risto/0000-0002-8439-3854; Gr?nman, Kaisa/0000-0002-6554-3933; Lakanen, Laura/0000-0002-7058-5118;",,,,,,,,,,,,,,2071-1050,,,,JUN,2022,14,11,,,,,,,6534,10.3390/su14116534,http://dx.doi.org/10.3390/su14116534,,,,,,,,,,,,,WOS:000809473300001,View Full Record in Web of Science
J,"Claudelin, A; Jouzi, F; Lakanen, L; Lev?nen, J; Soukka, R",,,,"Claudelin, Anna; Jouzi, Fatemeh; Lakanen, Laura; Levanen, Jarkko; Soukka, Risto",,,Social life cycle assessment of the use phase in mobility: case study of a Finnish region considering consumers,JOURNAL OF CLEANER PRODUCTION,,,,,,,,,,,,"To mitigate climate change, many countries have plans for significantly reducing transportation-related greenhouse gas emissions, and various national and international policies have been implemented for this reason. Current practices, including such policies, may not treat citizens with different socioeconomic backgrounds equally. Previous research shows that, for example, people with low income have less access to electric vehicle charging infrastructure. This article studies how different citizen groups are affected by current mobility policy in Finland in terms of satisfaction, accessibility, and affordability. Considered policies are investment support for charging infrastructure and biofuel distribution obligation. Citizens are grouped based on transportation mode, income level, and residential area. The study was conducted using social life cycle assessment, and a reference scale method was used. Six new qualitative indicators are defined, and two quantitative indicators are modified from previous research. Data were acquired via a survey. The indicators reveal inequal social impacts within the citizen groups. Owners of electric vehicles were most satisfied regarding costs and comfort, and they had lower transportation costs than internal combustion engine car owners. People in the lowest income group were the least satisfied, they had the lowest accessibility to charging infrastructure in their homes, and the increase of fuel price had impacted them the most. The findings indicate that social life cycle assessment can be used to assess the social impacts of policies even though these impacts cannot be fully separated from other factors influencing mobility.",,,,,"; Lev?nen, Jarkko/AAM-6501-2020","Lakanen, Laura/0000-0002-7058-5118; Soukka, Risto/0000-0002-8439-3854; Lev?nen, Jarkko/0000-0002-4420-7359; Jouzi, Fatemeh/0000-0002-7674-6461; Claudelin, Anna/0000-0002-3884-5872",,,,,,,,,,,,,0959-6526,1879-1786,,,,SEP 20,2025,525,,,,,,,,146647,10.1016/j.jclepro.2025.146647,http://dx.doi.org/10.1016/j.jclepro.2025.146647,,SEP 2025,,,,,,,,,,,WOS:001576057500001,View Full Record in Web of Science
J,"Syr¨¦, AM; G?hlich, D",,,,"Syre, Anne Magdalene; Goehlich, Dietmar",,,"Decarbonization of Long-Haul Heavy-Duty Truck Transport: Technologies, Life Cycle Emissions, and Costs",WORLD ELECTRIC VEHICLE JOURNAL,,,,,,,,,,,,"Decarbonizing long-haul, heavy-duty transport in Europe focuses on battery-electric trucks with high-power chargers or electric road systems and fuel-cell-electric vehicles with hydrogen refueling stations. We present a comparative life cycle assessment and total cost of ownership analysis of these technologies for 20% of Germany's heavy-duty, long-haul transport alongside internal combustion engine vehicles. The results show that fuel cell vehicles with on-site hydrogen have the highest life cycle emissions (65 Mt CO2e), followed by internal combustion engine vehicles (55 Mt CO2e). Battery-electric vehicles using electric road systems achieve the lowest emissions (21 Mt CO2e) and the lowest costs (EUR 45 billion). In contrast, fuel cell vehicles with on-site hydrogen have the highest costs (EUR 69 billion). Operational costs dominate total expenses, making them a compelling target for subsidies. The choice between battery and fuel cell technologies depends on the ratio of vehicles to infrastructure, transport performance, and range. Fuel cell trucks are better suited for remote areas due to their longer range, while integrating electric road systems with high-power charging could offer synergies. Recent advancements in battery and fuel cell durability further highlight the potential of both technologies in heavy-duty transport. This study provides insights for policymakers and industry stakeholders in the shift towards sustainable transport. The greenhouse gas emission savings from adopting battery-electric trucks are 54% in our high-power charging scenario and 62% in the electric road system scenario in comparison to the reference scenario with diesel trucks.",,,,,,"Syr¨¦, Anne Magdalene/0000-0003-2555-8601; G?hlich, Dietmar/0000-0001-5362-3939",,,,,,,,,,,,,2032-6653,,,,,FEB,2025,16,2,,,,,,,76,10.3390/wevj16020076,http://dx.doi.org/10.3390/wevj16020076,,,,,,,,,,,,,WOS:001429516700001,View Full Record in Web of Science
J,"Mannar, M; Du, HB; Kommalapati, RR",,,,"Mannar, Mahalakshmi; Du, Hongbo; Kommalapati, Raghava R.",,,Comparison of the Atmospheric Burden Reductions Based on Alternative Fuel Infrastructure and Operations: Utilization and Vehicle Category,SUSTAINABILITY,,,,,,,,,,,,"The extensive availability of electricity and hydrogen in Texas provides enormous potential for adopting alternative energy for transportation. The operational phase of alternative energy infrastructure is an essential element in its environmental impact assessment and has not been evaluated up to this point, especially in terms of its utilization and vehicle mix. This study aims to evaluate the environmental impacts of alternative energy options, including fast/slow electric vehicle charging and hydrogen refueling at charging/refueling stations. The AFLEET Charging and Fueling Infrastructure (CFI) Emissions Tool was used to analyze the burden reductions in life cycle GHGs and air pollutants. The station operation considered infrastructure type, utilization, and vehicle mix (LDVs and HDVs). High utilization of the station yielded more burden reductions. Fast-charging supply equipment resulted in higher GHG burden reductions compared to the slow counterpart (367% in moderate utilization). Elevated burden reductions were observed in GHGs, VOC, and CO pollutants with more LDVs. There was an increase in NOx burden reductions of approximately 5200 lb. (moderate utilization), while transiting from 100% LDV to 75% LDV. Increased burden reductions were noted in particulate matter for 50% LDV. Also, enhanced burden reductions were observed in SOx with more HDVs for EVs and equal vehicle mix in hydrogen. Increased GHG burden reductions were identified in SMR than electrolysis. These results recommend policy makers focus on maximized utilization of the new or existing infrastructure to reduce environmental loads.",,,,,"Kommalapati, Raghava/A-8527-2009; Mannar, Mahalakshmi/KFT-3468-2024; Du, Hongbo/JGM-7561-2023","Mannar, Mahalakshmi/0009-0002-2624-1286; Du, Hongbo/0000-0002-4406-7608",,,,,,,,,,,,,,2071-1050,,,,FEB 6,2026,18,3,,,,,,,1664,10.3390/su18031664,http://dx.doi.org/10.3390/su18031664,,,,,,,,,,,,,WOS:001688135600001,View Full Record in Web of Science
J,"Aoun, A; Adda, M; Ilinca, A; Ghandour, M; Ibrahim, H",,,,"Aoun, Alain; Adda, Mehdi; Ilinca, Adrian; Ghandour, Mazen; Ibrahim, Hussein",,,Dynamic Charging Optimization Algorithm for Electric Vehicles to Mitigate Grid Power Peaks,WORLD ELECTRIC VEHICLE JOURNAL,,,,,,,,,,,,"The rapid proliferation of electric vehicles (EVs) presents both opportunities and challenges for the electrical grid. While EVs offer a promising avenue for reducing greenhouse gas emissions and dependence on fossil fuels, their uncoordinated charging behavior can strain grid infrastructure, thus creating new challenges for grid operators and EV owners equally. The uncoordinated nature of electric vehicle charging may lead to the emergence of new peak loads. Grid operators typically plan for peak demand periods and deploy resources accordingly to ensure grid stability. Uncoordinated EV charging can introduce unpredictability and variability into peak load patterns, making it more challenging for operators to manage peak loads effectively. This paper examines the implications of uncoordinated EV charging on the electric grid to address this challenge and proposes a novel dynamic optimization algorithm tailored to manage EV charging schedules efficiently, mitigating grid power peaks while ensuring user satisfaction and vehicle charging requirements. The proposed Proof of Need (PoN) charging algorithm aims to schedule the charging of EVs based on collected data such as the state of charge (SoC) of the EV's battery, the charger power, the number of connected vehicles per household, the end-user's preferences, and the local distribution substation's capacity. The PoN algorithm calculates a priority index for each EV and coordinates the charging of all connected EVs at all times in a way that does not exceed the maximum allocated power capacity. The algorithm was tested under different scenarios, and the results offer a comparison of the charging power demand between an uncoordinated EV charging baseline scenario and the proposed coordinated charging model, proving the efficiency of our proposed algorithm, thus reducing the charging demand by 40.8% with no impact on the overall total charging time.",,,,,"Ilinca, Adrian/B-7834-2016; Adda, Mehdi/IZQ-0493-2023; Aoun, Alain/AAY-7387-2020","Ilinca, Adrian/0000-0002-8236-2317; Adda, Mehdi/0000-0002-5327-1758;",,,,,,,,,,,,,2032-6653,,,,,JUL,2024,15,7,,,,,,,324,10.3390/wevj15070324,http://dx.doi.org/10.3390/wevj15070324,,,,,,,,,,,,,WOS:001277080300001,View Full Record in Web of Science
